STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP,Measurement Flag,Quality Flag
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19480907 03:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19480907 04:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19480907 20:00,0.09, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19480907 21:00,0.08, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19480907 22:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19480907 23:00,0.04, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19480908 01:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19480908 04:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19480908 05:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19480919 18:00,0.26, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19480919 22:00,0.10, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19480919 23:00,0.05, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19480920 01:00,0.05, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19480920 04:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19480920 06:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19480920 07:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481001 01:00,0.00,g, 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481016 05:00,999.99,a, 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481016 19:00,0.55,A, 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481101 01:00,0.00,g, 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481103 21:00,999.99,a, 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481104 00:00,0.03,A, 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481107 14:00,999.99,a, 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481108 08:00,0.37,A, 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481110 21:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481110 22:00,0.07, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481110 23:00,0.07, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481111 00:00,0.10, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481111 01:00,0.07, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481111 02:00,0.08, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481111 03:00,0.09, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481111 04:00,0.04, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481111 05:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481121 04:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481121 06:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481201 01:00,0.00,g, 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481221 04:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481221 10:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481221 12:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481221 18:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481221 20:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481221 21:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481222 03:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481222 04:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481222 05:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481222 15:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481222 17:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481222 18:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481222 19:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481222 20:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481222 21:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481223 01:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481223 07:00,999.99,[, 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19481224 00:00,999.99,], 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490101 01:00,0.00,g, 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490102 01:00,999.99,[, 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490108 14:00,999.99,], 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490109 04:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490109 05:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490109 09:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490109 10:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490109 11:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490109 16:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490110 04:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490110 05:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490110 15:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490123 22:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490124 00:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490124 05:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490124 09:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490127 10:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490127 11:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490127 12:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490127 19:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490127 20:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490127 21:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490127 22:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490127 23:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490128 00:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490128 01:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490128 02:00,0.06, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490128 03:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490128 04:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490128 05:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490128 06:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490128 07:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490128 08:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490128 09:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490128 10:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490201 01:00,0.00,g, 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490212 17:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490212 20:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490212 21:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490212 23:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490213 00:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490213 02:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490213 03:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490213 08:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490301 00:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490301 01:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490301 02:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490305 19:00,999.99,a, 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490305 23:00,0.17,A, 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490307 22:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490307 23:00,0.28, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490308 00:00,0.08, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490308 01:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490308 02:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490308 03:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490308 16:00,0.08, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490308 17:00,0.06, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490308 18:00,0.04, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490308 19:00,0.06, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490308 20:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490308 21:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490309 01:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490309 02:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490309 04:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490312 20:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490312 21:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490312 22:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490312 23:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490313 01:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490323 21:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490323 22:00,0.04, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490323 23:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490324 00:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490324 02:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490324 03:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490324 04:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490328 03:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490328 04:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490328 05:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490328 06:00,0.04, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490328 07:00,0.06, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490328 08:00,0.06, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490328 09:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490328 10:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490328 11:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490328 12:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490328 13:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490328 14:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490328 15:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490328 16:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490328 17:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490328 18:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490328 19:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490328 20:00,0.05, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490328 21:00,0.05, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490328 22:00,0.05, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490328 23:00,0.04, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490329 00:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490329 01:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490329 02:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490329 03:00,0.05, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490329 04:00,0.04, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490329 05:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490329 06:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490329 07:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490329 08:00,0.04, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490329 09:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490329 13:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490329 18:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490329 19:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490329 20:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490329 21:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490329 22:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490330 01:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490330 02:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490330 03:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490330 04:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490330 05:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490330 06:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490330 07:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490330 08:00,0.04, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490330 09:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490330 10:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490330 11:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490330 12:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490330 13:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490330 15:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490401 01:00,0.00,g, 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490402 00:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490402 01:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490402 03:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490402 07:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490402 08:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490402 09:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490402 10:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490402 11:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490402 13:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490403 02:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490403 03:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490403 06:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490403 07:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490403 09:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490403 10:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490403 11:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490409 00:00,0.07, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490409 01:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490409 02:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490409 03:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490409 20:00,0.10, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490409 21:00,0.10, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490410 00:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490410 01:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490410 04:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490410 06:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490410 08:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490410 09:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490410 10:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490410 12:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490413 20:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490413 21:00,0.04, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490413 22:00,0.13, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490413 23:00,0.12, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490414 00:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490414 01:00,0.04, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490414 02:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490414 03:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490414 05:00,999.99,a, 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490414 08:00,0.21,A, 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490414 09:00,0.06, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490414 10:00,0.06, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490414 11:00,0.08, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490414 12:00,0.07, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490414 13:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490414 14:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490426 07:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490426 08:00,0.04, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490426 09:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490426 10:00,0.04, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490426 11:00,0.08, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490426 12:00,0.06, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490426 13:00,0.06, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490426 14:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490426 16:00,0.06, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490426 17:00,0.08, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490426 18:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490426 19:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490426 21:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490501 01:00,0.00,g, 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490505 02:00,0.04, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490505 03:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490505 05:00,0.15, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490505 06:00,0.12, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490505 07:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490505 08:00,0.08, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490505 09:00,0.05, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490505 10:00,0.05, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490505 11:00,0.04, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490505 12:00,0.07, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490505 13:00,0.05, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490505 14:00,0.06, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490505 15:00,0.15, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490505 16:00,0.04, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490505 17:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490505 18:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490505 19:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490505 20:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490505 21:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490505 22:00,0.03, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490505 23:00,0.01, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490506 02:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490506 03:00,0.02, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490506 04:00,0.06, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490506 05:00,0.10, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490506 06:00,0.05, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490506 08:00,0.05, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490506 09:00,0.08, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490506 10:00,0.07, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490506 11:00,0.06, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490506 12:00,0.05, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490506 13:00,0.05, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490506 14:00,0.04, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490506 15:00,0.05, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490506 16:00,0.06, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490506 17:00,0.04, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490506 18:00,0.05, , 
COOP:050843,BOULDER 2 CO US,unknown,unknown,unknown,19490506 19:00,0.05, , 
